MONTH	NEPAC	NATL	WPAC	NIO	NH	SH	GLOBAL
11/01/2011	11.1125	3.7475	0	3.43	18.29	0	18.29
12/01/2011	0	0	2.84	8.03	10.87	12.2775	23.1475
01/01/2012	0	0	0	0	0	52.1825	52.1825
02/01/2012	0	0	0	0	0	56.8275	56.8275
03/01/2012	0	0	4.05	0	4.05	22.4675	26.5175
04/01/2012	0	0	0.565	0	0.565	1.2675	1.8325
05/01/2012	9.4	4.36	8.915	0	22.675	0	22.675
06/01/2012	3.5925	6.8425	39.8525	0	50.2875	1.58	51.8675
07/01/2012	40.89	0	14.525	0	55.415	0	55.415
08/01/2012	13	36.04	80.4775	0	129.5175	0	129.5175
09/01/2012	19.85	56.8875	75.7725	0	152.51	0	152.51
10/01/2012	10.065	28.5025	43.3825	3.3275	85.2775	12.0275	97.305
11/01/2012	1.695	0	4.765	0.735	7.195	1.785	8.98
12/01/2012	0	0	32.82	1.0075	33.8275	53.72	87.5475
01/01/2013	0	0	2.59	0	2.59	51.43	54.02
02/01/2013	0	0	0	0	0	35.895	35.895
03/01/2013	0	0	0	0	0	16.915	16.915
04/01/2013	0	0	0	0	0	17.1275	17.1275
05/01/2013	2.44	0	0	5.3775	7.8175	2.9275	10.745
06/01/2013	4.67	1.885	5.87	0	12.425	0	12.425
07/01/2013	15.1575	4.665	22.2975	0	42.12	0	42.12
08/01/2013	24.33	1.8	28.9425	0	55.0725	0	55.0725
09/01/2013	6.545	14.95	45.585	0	67.08	0	67.08
10/01/2013	21.525	5.25	117.903	17.5125	162.1905	0.6125	162.803
11/01/2013	0.6875	1.16	45.145	11.3225	58.315	1.94	60.255
12/01/2013	0	0	0	5.8	5.8	63.1325	68.9325
01/01/2014	0	0	0.6125	0.97	1.5825	50.7025	52.285
02/01/2014	0	0	0.245	0	0.245	15.78	16.025
03/01/2014	0	0	5.9575	0	5.9575	36.06	42.0175
04/01/2014	0	0	4.605	0	4.605	29.415	34.02
05/01/2014	18.7475	0	0.1225	0	18.87	0	18.87
06/01/2014	13.91	0	0.9275	3.4375	18.275	0	18.275
07/01/2014	7.26	6.785	61.0075	0	75.0525	0	75.0525
08/01/2014	85.29	12.765	54.465	0	152.52	0	152.52
09/01/2014	38.0825	16.2775	20.61	0	74.97	0	74.97
10/01/2014	25.96	29.2725	63.5475	25.1825	143.9625	0	143.9625
11/01/2014	8.3475	0	28.3875	0.8575	37.5925	4.365	41.9575
12/01/2014	0	0	33.5	0	33.5	18.1775	51.6775
01/01/2015	0	0	3.2725	0	3.2725	61.78	65.0525
02/01/2015	0	0	8.64	0	8.64	27.9625	36.6025
03/01/2015	0	0	20.535	0	20.535	57.8125	78.3475
04/01/2015	0	0	17.125	0	17.125	31.965	49.09
05/01/2015	8.4575	2.12	58.8925	0	69.47	1.2625	70.7325
06/01/2015	40.66	1.0275	2.0725	4.215	47.975	0.2825	48.2575
07/01/2015	23.7725	1.13	94.295	1.2525	120.45	1.5025	121.9525
08/01/2015	87.5725	14.7325	109.525	0	211.83	0.3675	212.1975
09/01/2015	48.515	11.6375	57.7375	0	117.89	0	117.89
10/01/2015	64.08	25.7475	54.5775	12.91	157.315	0.895	158.21
11/01/2015	14.61	3.4225	22.405	19.0825	59.52	5.165	64.685
12/01/2015	0	0	13.99	0	13.99	3.7775	17.7675
01/01/2016	9.0475	2.7625	0	0	11.81	50.525	62.335
02/01/2016	0	0	0	0	0	68.615	68.615
03/01/2016	0	0	0	0	0	16.3675	16.3675
04/01/2016	0	0	0	0	0	63.175	63.175
05/01/2016	0	0.565	0	3.0925	3.6575	0	3.6575
06/01/2016	0	2.11	0	0.8575	2.9675	0	2.9675
07/01/2016	80.75	0	29.225	0	109.975	2.5825	112.5575
08/01/2016	43.335	28.81	49.835	0	121.98	0.49	122.47
09/01/2016	38.225	26.6775	77.4225	0	142.325	0	142.325
10/01/2016	15.195	71.275	73.44	1.6875	161.5975	0	161.5975
11/01/2016	2.1275	8.31	15.0925	0.89	26.42	0	26.42
12/01/2016	0	0	18.2525	7.52	25.7725	1.5775	27.35
01/01/2017	0	0	0	0	0	1.1725	1.1725
02/01/2017	0	0	0	0	0	14.75	14.75
03/01/2017	0	0	0	0	0	29.7775	29.7775
04/01/2017	0	0.565	1.045	1.0925	2.7025	22.605	25.3075
05/01/2017	0.5275	0	0	2.8525	3.38	28.9175	32.2975
06/01/2017	5.23	2.36	1.0925	0	8.6825	0	8.6825
07/01/2017	66.255	1.215	39.765	0	107.235	0	107.235
08/01/2017	12.3	25.0975	50.4275	0	87.825	0	87.825
09/01/2017	13.3	175.145	30.5246	0	218.9696	0	218.9696
